"id","vignette","structure","p_C","p_A","cause","conf","attn_check","duration","age","sex"
"R_DhOhSwR3tBDOGAh","fruit","dis",0.6,0.1,0.715,1,"Yes.",4.66666666666667,30,"Male"
"R_DhOhSwR3tBDOGAh","wheels","con",0.2,0.2,0.635,1,"Yes.",4.66666666666667,30,"Male"
"R_2P0gXdWZ6QnHPJH","cards","con",0.6,0.1,0.587,1,"Yes.",10.05,44,"Male"
"R_2P0gXdWZ6QnHPJH","casino","dis",1,0.4,1,1,"Yes.",10.05,44,"Male"
"R_2P0gXdWZ6QnHPJH","chores","con",0.8,0.2,0.741,1,"Yes.",10.05,44,"Male"
"R_2P0gXdWZ6QnHPJH","ducks","dis",0.8,0.9,0.666,1,"Yes.",10.05,44,"Male"
"R_2P0gXdWZ6QnHPJH","fruit","dis",0.7,0.3,0.604,1,"Yes.",10.05,44,"Male"
"R_2P0gXdWZ6QnHPJH","wheels","dis",0.3,0.4,0.825,1,"Yes.",10.05,44,"Male"
"R_2SuDSHs3eRVJNXO","cards","con",0.4,1,0.848,0.978,"Yes.",3.48333333333333,18,"Female"
"R_2SuDSHs3eRVJNXO","casino","con",0.1,0.5,0.955,0.966,"Yes.",3.48333333333333,18,"Female"
"R_2SuDSHs3eRVJNXO","chores","con",1,0.4,0.81,0.814,"Yes.",3.48333333333333,18,"Female"
"R_2SuDSHs3eRVJNXO","ducks","con",0.1,0.4,0.924,0.987,"Yes.",3.48333333333333,18,"Female"
"R_2SuDSHs3eRVJNXO","fruit","con",0.1,0.3,0.949,0.969,"Yes.",3.48333333333333,18,"Female"
"R_2SuDSHs3eRVJNXO","wheels","con",0.4,0.9,0.89,0.947,"Yes.",3.48333333333333,18,"Female"
"R_323nmZ6tsWf8n9R","cards","dis",0.7,0.5,1,1,"Yes.",7.68333333333333,60,"Male"
"R_323nmZ6tsWf8n9R","casino","con",0.7,0.2,1,1,"Yes.",7.68333333333333,60,"Male"
"R_323nmZ6tsWf8n9R","chores","con",1,0.6,1,1,"Yes.",7.68333333333333,60,"Male"
"R_323nmZ6tsWf8n9R","ducks","con",1,0.3,1,1,"Yes.",7.68333333333333,60,"Male"
"R_323nmZ6tsWf8n9R","fruit","dis",0.5,0.5,1,1,"Yes.",7.68333333333333,60,"Male"
"R_323nmZ6tsWf8n9R","wheels","dis",0.4,0.1,1,1,"Yes.",7.68333333333333,60,"Male"
"R_SDcPZ3QBC8MRMul","cards","con",0.6,0.5,0.694,1,"Yes.",7.66666666666667,34,"Male"
"R_SDcPZ3QBC8MRMul","casino","dis",0.9,1,0.062,1,"Yes.",7.66666666666667,34,"Male"
"R_SDcPZ3QBC8MRMul","chores","con",0.1,0.5,0.817,1,"Yes.",7.66666666666667,34,"Male"
"R_SDcPZ3QBC8MRMul","ducks","dis",0.7,0.1,0.607,1,"Yes.",7.66666666666667,34,"Male"
"R_SDcPZ3QBC8MRMul","fruit","con",0.9,1,0.717,1,"Yes.",7.66666666666667,34,"Male"
"R_SDcPZ3QBC8MRMul","wheels","con",0.1,0.5,0.745,1,"Yes.",7.66666666666667,34,"Male"
"R_0cDvj3VTMAe0MfL","cards","dis",0.3,0.3,0.51,1,"Yes.",3.83333333333333,36,"Female"
"R_0cDvj3VTMAe0MfL","casino","dis",0.3,0.5,0.51,1,"Yes.",3.83333333333333,36,"Female"
"R_0cDvj3VTMAe0MfL","chores","con",0.7,1,1,1,"Yes.",3.83333333333333,36,"Female"
"R_0cDvj3VTMAe0MfL","ducks","con",0.9,0.4,0.51,1,"Yes.",3.83333333333333,36,"Female"
"R_0cDvj3VTMAe0MfL","fruit","con",0.8,1,1,1,"Yes.",3.83333333333333,36,"Female"
"R_0cDvj3VTMAe0MfL","wheels","dis",0.5,0.5,0.51,1,"Yes.",3.83333333333333,36,"Female"
"R_0P5E42GwkRFRtjr","cards","dis",0.8,0.3,1,1,"Yes.",5.78333333333333,18,"Male"
"R_0P5E42GwkRFRtjr","casino","dis",0.3,0.5,1,1,"Yes.",5.78333333333333,18,"Male"
"R_0P5E42GwkRFRtjr","chores","dis",1,0.7,1,1,"Yes.",5.78333333333333,18,"Male"
"R_0P5E42GwkRFRtjr","ducks","con",0.3,0.1,1,1,"Yes.",5.78333333333333,18,"Male"
"R_0P5E42GwkRFRtjr","fruit","con",0.3,0.3,1,1,"Yes.",5.78333333333333,18,"Male"
"R_0P5E42GwkRFRtjr","wheels","dis",0.1,0.2,1,1,"Yes.",5.78333333333333,18,"Male"
"R_1JLvRO8rTBuGlgG","cards","con",0.1,0.1,0.858,0.842,"Yes.",3.95,20,"Female"
"R_1JLvRO8rTBuGlgG","casino","con",0.2,0.3,0.752,0.87,"Yes.",3.95,20,"Female"
"R_1JLvRO8rTBuGlgG","chores","con",1,0.5,1,1,"Yes.",3.95,20,"Female"
"R_1JLvRO8rTBuGlgG","ducks","con",1,0.5,1,1,"Yes.",3.95,20,"Female"
"R_1JLvRO8rTBuGlgG","fruit","con",0.9,0.4,0.962,0.968,"Yes.",3.95,20,"Female"
"R_1JLvRO8rTBuGlgG","wheels","dis",0.2,1,0.78,0.903,"Yes.",3.95,20,"Female"
"R_1gvgJsVNoxL4CtH","cards","dis",0.1,0.5,0.932,0.851,"Yes.",5.35,27,"Male"
"R_1gvgJsVNoxL4CtH","casino","con",0.6,0.7,0.899,0.906,"Yes.",5.35,27,"Male"
"R_1gvgJsVNoxL4CtH","chores","con",0.8,0.2,0.928,0.741,"Yes.",5.35,27,"Male"
"R_1gvgJsVNoxL4CtH","ducks","con",0.2,0.9,0.768,0.865,"Yes.",5.35,27,"Male"
"R_1gvgJsVNoxL4CtH","fruit","con",0.4,0.2,0.12,0.872,"Yes.",5.35,27,"Male"
"R_1gvgJsVNoxL4CtH","wheels","dis",0.4,0.4,0.734,0.903,"Yes.",5.35,27,"Male"
"R_3PcNWNbGMnslhVa","cards","con",0.6,0.6,1,1,"Yes.",6.33333333333333,36,"Male"
"R_3PcNWNbGMnslhVa","casino","con",0.1,0.8,1,1,"Yes.",6.33333333333333,36,"Male"
"R_3PcNWNbGMnslhVa","chores","dis",0.2,0.2,0.506,1,"Yes.",6.33333333333333,36,"Male"
"R_3PcNWNbGMnslhVa","ducks","dis",0.4,1,1,1,"Yes.",6.33333333333333,36,"Male"
"R_3PcNWNbGMnslhVa","fruit","con",0.2,0.4,1,1,"Yes.",6.33333333333333,36,"Male"
"R_3PcNWNbGMnslhVa","wheels","con",0.6,0.8,1,1,"Yes.",6.33333333333333,36,"Male"
"R_3kAKrKSs9SRZ2ZP","cards","dis",0.8,0.2,0.744,0.482,"Yes.",3.71666666666667,22,"Female"
"R_3kAKrKSs9SRZ2ZP","casino","dis",0.8,0.1,0.721,0.761,"Yes.",3.71666666666667,22,"Female"
"R_3kAKrKSs9SRZ2ZP","chores","dis",0.1,0.3,0.692,0.708,"Yes.",3.71666666666667,22,"Female"
"R_3kAKrKSs9SRZ2ZP","ducks","dis",0.7,0.9,0.715,0.646,"Yes.",3.71666666666667,22,"Female"
"R_3kAKrKSs9SRZ2ZP","fruit","con",0.6,0.6,0.732,0.627,"Yes.",3.71666666666667,22,"Female"
"R_3kAKrKSs9SRZ2ZP","wheels","con",0.8,0.5,0.624,0.63,"Yes.",3.71666666666667,22,"Female"
"R_Z7UWJ0yYHVDrpsd","cards","dis",1,0.4,0.659,1,"Yes.",6.45,22,"Female"
"R_Z7UWJ0yYHVDrpsd","casino","con",0.9,1,1,1,"Yes.",6.45,22,"Female"
"R_Z7UWJ0yYHVDrpsd","chores","con",0.9,0.2,0.752,1,"Yes.",6.45,22,"Female"
"R_Z7UWJ0yYHVDrpsd","ducks","dis",0.4,0.4,0.745,1,"Yes.",6.45,22,"Female"
"R_Z7UWJ0yYHVDrpsd","fruit","con",0.9,0.3,0.749,1,"Yes.",6.45,22,"Female"
"R_Z7UWJ0yYHVDrpsd","wheels","con",0.7,0.5,0.742,1,"Yes.",6.45,22,"Female"
"R_3KHrMODAqs1nj2Q","cards","dis",1,0.4,1,1,"No, I had trouble paying attention.",9.26666666666667,20,"Female"
"R_3KHrMODAqs1nj2Q","casino","con",0.4,1,1,0.341,"No, I had trouble paying attention.",9.26666666666667,20,"Female"
"R_3KHrMODAqs1nj2Q","chores","con",0.5,0.3,1,1,"No, I had trouble paying attention.",9.26666666666667,20,"Female"
"R_3KHrMODAqs1nj2Q","ducks","dis",0.4,0.1,0,0.675,"No, I had trouble paying attention.",9.26666666666667,20,"Female"
"R_3KHrMODAqs1nj2Q","fruit","dis",0.8,0.7,1,1,"No, I had trouble paying attention.",9.26666666666667,20,"Female"
"R_3KHrMODAqs1nj2Q","wheels","con",0.7,1,0,1,"No, I had trouble paying attention.",9.26666666666667,20,"Female"
"R_1LIAs5TC8yxkrV7","cards","dis",0.2,0.3,0.506,0.721,"Yes.",3.75,30,"Female"
"R_1LIAs5TC8yxkrV7","casino","con",0.8,0.7,0.649,0.766,"Yes.",3.75,30,"Female"
"R_1LIAs5TC8yxkrV7","chores","dis",0.6,0.2,0.507,0.717,"Yes.",3.75,30,"Female"
"R_1LIAs5TC8yxkrV7","ducks","dis",0.4,0.8,0.49,0.651,"Yes.",3.75,30,"Female"
"R_1LIAs5TC8yxkrV7","fruit","dis",0.5,0.3,0.511,0.694,"Yes.",3.75,30,"Female"
"R_1LIAs5TC8yxkrV7","wheels","dis",0.5,0.5,1,1,"Yes.",3.75,30,"Female"
"R_1mIQi23Ox7XTuco","cards","con",0.5,0.9,1,1,"Yes.",6.76666666666667,19,"Female"
"R_1mIQi23Ox7XTuco","casino","dis",0.8,0.8,0.819,0.765,"Yes.",6.76666666666667,19,"Female"
"R_1mIQi23Ox7XTuco","chores","con",0.2,1,0.781,1,"Yes.",6.76666666666667,19,"Female"
"R_1mIQi23Ox7XTuco","ducks","dis",0.3,0.6,0.813,0.255,"Yes.",6.76666666666667,19,"Female"
"R_1mIQi23Ox7XTuco","fruit","dis",0.4,1,0.8,1,"Yes.",6.76666666666667,19,"Female"
"R_1mIQi23Ox7XTuco","wheels","con",0.3,0.7,0.819,0.826,"Yes.",6.76666666666667,19,"Female"
"R_337kDAlDoZ7mZop","cards","dis",0.2,0.1,0,1,"Yes.",2.11666666666667,23,"Male"
"R_337kDAlDoZ7mZop","casino","dis",0.1,0.4,0,1,"Yes.",2.11666666666667,23,"Male"
"R_337kDAlDoZ7mZop","chores","dis",0.9,0.5,0,1,"Yes.",2.11666666666667,23,"Male"
"R_337kDAlDoZ7mZop","ducks","con",1,0.4,0,1,"Yes.",2.11666666666667,23,"Male"
"R_337kDAlDoZ7mZop","fruit","con",0.5,0.6,0,1,"Yes.",2.11666666666667,23,"Male"
"R_337kDAlDoZ7mZop","wheels","dis",0.2,0.8,0,1,"Yes.",2.11666666666667,23,"Male"
"R_31mDZYYWsJlGk5r","cards","dis",1,0.1,1,1,"Yes.",6.28333333333333,23,"Male"
"R_31mDZYYWsJlGk5r","casino","dis",0.5,0.3,0.497,0.394,"Yes.",6.28333333333333,23,"Male"
"R_31mDZYYWsJlGk5r","chores","con",1,0.7,0.777,0.689,"Yes.",6.28333333333333,23,"Male"
"R_31mDZYYWsJlGk5r","ducks","con",0.3,0.5,0.68,0.558,"Yes.",6.28333333333333,23,"Male"
"R_31mDZYYWsJlGk5r","fruit","dis",0.3,0.8,0.658,0.573,"Yes.",6.28333333333333,23,"Male"
"R_31mDZYYWsJlGk5r","wheels","dis",1,0.9,1,1,"Yes.",6.28333333333333,23,"Male"
"R_3s6RuPwfw8u2tGG","cards","con",0.7,0.3,0.724,0.794,"Yes.",20.8166666666667,38,"Male"
"R_3s6RuPwfw8u2tGG","casino","con",0.4,1,0.603,0.665,"Yes.",20.8166666666667,38,"Male"
"R_3s6RuPwfw8u2tGG","chores","con",1,0.5,0.001,0.5,"Yes.",20.8166666666667,38,"Male"
"R_3s6RuPwfw8u2tGG","ducks","dis",1,0.7,0.5,1,"Yes.",20.8166666666667,38,"Male"
"R_3s6RuPwfw8u2tGG","fruit","dis",0.3,0.1,0.406,0.708,"Yes.",20.8166666666667,38,"Male"
"R_3s6RuPwfw8u2tGG","wheels","dis",0.4,0.1,0.635,0.5,"Yes.",20.8166666666667,38,"Male"
"R_vcVUm3eyA7QyHuN","cards","con",0.7,0.3,0.69,1,"Yes.",10.7833333333333,31,"Female"
"R_vcVUm3eyA7QyHuN","casino","dis",0.9,0.6,0.763,1,"Yes.",10.7833333333333,31,"Female"
"R_vcVUm3eyA7QyHuN","chores","con",0.1,0.6,0.46,0.811,"Yes.",10.7833333333333,31,"Female"
"R_vcVUm3eyA7QyHuN","ducks","con",0.6,0.7,0.445,0.928,"Yes.",10.7833333333333,31,"Female"
"R_vcVUm3eyA7QyHuN","fruit","dis",0.4,0.7,0.494,1,"Yes.",10.7833333333333,31,"Female"
"R_vcVUm3eyA7QyHuN","wheels","dis",0.7,0.8,0.711,0.832,"Yes.",10.7833333333333,31,"Female"
"R_0kwyq3aRevkEikN","cards","con",0.2,0.8,0.682,0.583,"Yes.",6.01666666666667,39,"Female"
"R_0kwyq3aRevkEikN","casino","con",0.6,0.7,0.628,0.654,"Yes.",6.01666666666667,39,"Female"
"R_0kwyq3aRevkEikN","chores","dis",0.5,0.7,0.758,0.594,"Yes.",6.01666666666667,39,"Female"
"R_0kwyq3aRevkEikN","ducks","dis",0.3,0.4,0.803,0.78,"Yes.",6.01666666666667,39,"Female"
"R_0kwyq3aRevkEikN","fruit","con",0.2,0.1,0.631,0.583,"Yes.",6.01666666666667,39,"Female"
"R_0kwyq3aRevkEikN","wheels","dis",0.1,0.4,0.692,0.538,"Yes.",6.01666666666667,39,"Female"
"R_V3DucRD87xhXr0J","cards","dis",0.5,1,0.82,0.637,"Yes.",2.85,27,"Male"
"R_V3DucRD87xhXr0J","casino","dis",0.1,0.1,1,1,"Yes.",2.85,27,"Male"
"R_V3DucRD87xhXr0J","chores","dis",0.5,0.9,0.787,0.277,"Yes.",2.85,27,"Male"
"R_V3DucRD87xhXr0J","ducks","con",1,0.2,0.862,0.91,"Yes.",2.85,27,"Male"
"R_V3DucRD87xhXr0J","fruit","dis",0.4,0.8,0.901,0.423,"Yes.",2.85,27,"Male"
"R_V3DucRD87xhXr0J","wheels","con",0.9,0.5,1,0.656,"Yes.",2.85,27,"Male"
"R_33r4sEANvtXG6op","cards","con",0.3,0.8,0.799,0.592,"Yes.",4.68333333333333,28,"Female"
"R_33r4sEANvtXG6op","casino","dis",0.9,0.5,0.975,0.555,"Yes.",4.68333333333333,28,"Female"
"R_33r4sEANvtXG6op","chores","con",0.7,0.7,0.494,0.263,"Yes.",4.68333333333333,28,"Female"
"R_33r4sEANvtXG6op","ducks","con",0.1,0.3,0.61,0.486,"Yes.",4.68333333333333,28,"Female"
"R_33r4sEANvtXG6op","fruit","con",0.7,0.6,0.423,0.455,"Yes.",4.68333333333333,28,"Female"
"R_33r4sEANvtXG6op","wheels","dis",0.6,0.2,1,0.572,"Yes.",4.68333333333333,28,"Female"
"R_10Yp5HIF6zNUqLT","cards","dis",0.2,0.2,1,1,"Yes.",7.21666666666667,42,"Female"
"R_10Yp5HIF6zNUqLT","casino","con",0.1,1,0.659,1,"Yes.",7.21666666666667,42,"Female"
"R_10Yp5HIF6zNUqLT","chores","dis",0.4,1,0.156,1,"Yes.",7.21666666666667,42,"Female"
"R_10Yp5HIF6zNUqLT","ducks","con",0.9,0.9,0.963,0.958,"Yes.",7.21666666666667,42,"Female"
"R_10Yp5HIF6zNUqLT","fruit","con",0.5,0.8,0.797,1,"Yes.",7.21666666666667,42,"Female"
"R_10Yp5HIF6zNUqLT","wheels","con",0.7,0.5,1,1,"Yes.",7.21666666666667,42,"Female"
"R_2Y5hhIm25E8l2Ps","cards","dis",0.6,0.8,0.661,0.88,"Yes.",7.06666666666667,35,"Female"
"R_2Y5hhIm25E8l2Ps","casino","dis",0.3,0.5,0.837,0.587,"Yes.",7.06666666666667,35,"Female"
"R_2Y5hhIm25E8l2Ps","chores","con",0.9,0.6,0.789,0.742,"Yes.",7.06666666666667,35,"Female"
"R_2Y5hhIm25E8l2Ps","ducks","con",0.9,0.7,0.766,0.821,"Yes.",7.06666666666667,35,"Female"
"R_2Y5hhIm25E8l2Ps","fruit","dis",0.7,0.8,0.952,0.885,"Yes.",7.06666666666667,35,"Female"
"R_2Y5hhIm25E8l2Ps","wheels","con",1,0.5,0.265,0.713,"Yes.",7.06666666666667,35,"Female"
"R_2YbMi1gtO0xnOnC","cards","con",0.2,0.9,0.492,1,"Yes.",4,27,"Male"
"R_2YbMi1gtO0xnOnC","casino","dis",0.5,0.8,1,1,"Yes.",4,27,"Male"
"R_2YbMi1gtO0xnOnC","chores","con",0.2,0.2,0.51,1,"Yes.",4,27,"Male"
"R_2YbMi1gtO0xnOnC","ducks","con",0.8,1,0.496,1,"Yes.",4,27,"Male"
"R_2YbMi1gtO0xnOnC","fruit","dis",0.5,0.4,1,1,"Yes.",4,27,"Male"
"R_2YbMi1gtO0xnOnC","wheels","con",0.6,0.8,1,1,"Yes.",4,27,"Male"
"R_3HLz3snzUGo69vd","cards","dis",0.2,1,1,1,"Yes.",7.75,24,"Male"
"R_3HLz3snzUGo69vd","casino","con",0.6,1,1,1,"Yes.",7.75,24,"Male"
"R_3HLz3snzUGo69vd","chores","dis",1,0.5,1,1,"Yes.",7.75,24,"Male"
"R_3HLz3snzUGo69vd","ducks","con",0.1,0.8,1,1,"Yes.",7.75,24,"Male"
"R_3HLz3snzUGo69vd","fruit","dis",0.1,0.5,0.941,0.911,"Yes.",7.75,24,"Male"
"R_3HLz3snzUGo69vd","wheels","con",0.4,0.2,0.581,0.755,"Yes.",7.75,24,"Male"
"R_8wAbYK7EMsBT6Cd","cards","con",1,0.5,0.694,0.562,"No, something else affected my participation negatively.",1.7,25,"Male"
"R_8wAbYK7EMsBT6Cd","casino","con",0.7,0.6,0.615,0.186,"No, something else affected my participation negatively.",1.7,25,"Male"
"R_8wAbYK7EMsBT6Cd","chores","dis",0.8,0.8,0.6,0.659,"No, something else affected my participation negatively.",1.7,25,"Male"
"R_8wAbYK7EMsBT6Cd","ducks","con",0.9,0.3,0.428,0.587,"No, something else affected my participation negatively.",1.7,25,"Male"
"R_8wAbYK7EMsBT6Cd","fruit","con",0.1,0.8,0.823,0.738,"No, something else affected my participation negatively.",1.7,25,"Male"
"R_8wAbYK7EMsBT6Cd","wheels","dis",0.7,1,0.625,0.677,"No, something else affected my participation negatively.",1.7,25,"Male"
"R_1Hko9ElnpuhEKOQ","cards","dis",0.4,0.3,1,1,"Yes.",3.31666666666667,34,"Male"
"R_1Hko9ElnpuhEKOQ","casino","con",0.1,0.1,1,1,"Yes.",3.31666666666667,34,"Male"
"R_1Hko9ElnpuhEKOQ","chores","dis",0.7,0.6,1,1,"Yes.",3.31666666666667,34,"Male"
"R_1Hko9ElnpuhEKOQ","ducks","con",0.3,1,1,1,"Yes.",3.31666666666667,34,"Male"
"R_1Hko9ElnpuhEKOQ","fruit","con",0.9,1,1,1,"Yes.",3.31666666666667,34,"Male"
"R_1Hko9ElnpuhEKOQ","wheels","con",0.9,0.9,0.51,0.555,"Yes.",3.31666666666667,34,"Male"
"R_28BBguI9tmjPuyN","cards","dis",0.2,0.9,1,1,"Yes.",4.85,35,"Male"
"R_28BBguI9tmjPuyN","casino","con",0.5,0.6,0.707,1,"Yes.",4.85,35,"Male"
"R_28BBguI9tmjPuyN","chores","con",0.4,0.3,0.724,1,"Yes.",4.85,35,"Male"
"R_28BBguI9tmjPuyN","ducks","con",0.1,0.9,0.768,1,"Yes.",4.85,35,"Male"
"R_28BBguI9tmjPuyN","fruit","dis",0.3,0.2,1,1,"Yes.",4.85,35,"Male"
"R_28BBguI9tmjPuyN","wheels","con",0.5,0.5,0.792,1,"Yes.",4.85,35,"Male"
"R_2zSbP98CF8DRhhj","cards","con",1,0.3,0,1,"Yes.",5.38333333333333,27,"Other"
"R_2zSbP98CF8DRhhj","casino","dis",0.1,0.8,1,1,"Yes.",5.38333333333333,27,"Other"
"R_2zSbP98CF8DRhhj","chores","dis",0.6,0.4,1,1,"Yes.",5.38333333333333,27,"Other"
"R_2zSbP98CF8DRhhj","ducks","dis",0.8,0.3,1,1,"Yes.",5.38333333333333,27,"Other"
"R_2zSbP98CF8DRhhj","fruit","dis",0.2,0.2,1,1,"Yes.",5.38333333333333,27,"Other"
"R_2zSbP98CF8DRhhj","wheels","con",0.8,0.3,0.721,0.752,"Yes.",5.38333333333333,27,"Other"
"R_wZg0k6Gftc7KpfH","cards","dis",0.2,0.7,0.417,0.986,"Yes.",6.93333333333333,32,"Male"
"R_wZg0k6Gftc7KpfH","casino","dis",0.8,0.8,0.51,0.392,"Yes.",6.93333333333333,32,"Male"
