StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,InformedConsent,Instruct2_1,Instruct8_1,cards_con_cause_1,cards_con_conf_1,cards_dis_cause_1,cards_dis_conf_1,casino_con_cause_1,casino_con_conf_1,casino_dis_cause_1,casino_dis_conf_1,chores_con_cause_1,chores_con_conf_1,chores_dis_cause_1,chores_dis_conf_1,ducks_con_cause_1,ducks_con_conf_1,ducks_dis_cause_1,ducks_dis_conf_1,fruit_con_cause_1,fruit_con_conf_1,fruit_dis_cause_1,fruit_dis_conf_1,wheels_con_cause_1,wheels_con_conf_1,wheels_dis_cause_1,wheels_dis_conf_1,Age,Sex,AttnCheck,PROLIFIC_PID,STUDY_ID,SESSION_ID,cards_probC,cards_probA,casino_probC,casino_probA,chores_probC,chores_probA,ducks_probC,ducks_probA,fruit_probC,fruit_probA,wheels_probC,wheels_probA
2021-03-25 14:36:39,2021-03-25 14:39:46,IP Address,71.193.29.210,100,187,True,2021-03-25 14:39:47,R_2COMgmvULBfafat,,,,,39.201904296875,-121.20259857177734375,anonymous,EN,I consent. Begin the study.,1,0,0.41,0.173,,,,,1,1,0.856,0.851,,,0.275,0.211,,,1,1,,,,,0.62,0.414,33,Female,Yes.,5edc567db663bd90a20a05d1,605b6ee6691599ae7a55f84e,605cf452e85e25dd3b23cd51,4,1,2,5,2,3,10,2,5,1,9,2
2021-03-25 14:35:20,2021-03-25 14:40:01,IP Address,98.215.81.110,100,280,True,2021-03-25 14:40:01,R_DhOhSwR3tBDOGAh,,,,,40.46929931640625,-88.9423980712890625,anonymous,EN,I consent. Begin the study.,1,0,,,0,1,0.392,1,,,,,0.925,1,,,0.845,0.973,,,0.715,1,0.635,1,,,30,Male,Yes.,5c5c54c900b69200011bb9b2,605b6ee6691599ae7a55f84e,605cf3ff7d198c58aeaef67a,3,10,5,3,1,3,8,4,6,1,2,2
2021-03-25 14:31:07,2021-03-25 14:41:10,IP Address,151.205.176.100,100,603,True,2021-03-25 14:41:10,R_2P0gXdWZ6QnHPJH,,,,,40.7787017822265625,-73.91320037841796875,anonymous,EN,I consent. Begin the study.,1,0,0.587,1,,,,,1,1,0.741,1,,,,,0.666,1,,,0.604,1,,,0.825,1,44,Male,Yes.,58472149000f1000010ebc53,605b6ee6691599ae7a55f84e,605cf2f6fd5d00532538bc5e,6,1,10,4,8,2,8,9,7,3,3,4
2021-03-25 14:40:14,2021-03-25 14:43:44,IP Address,63.158.238.16,100,209,True,2021-03-25 14:43:44,R_2SuDSHs3eRVJNXO,,,,,45.781494140625,-108.5706024169921875,anonymous,EN,I consent. Begin the study.,1,0,0.848,0.978,,,0.955,0.966,,,0.81,0.814,,,0.924,0.987,,,0.949,0.969,,,0.89,0.947,,,18,Female,Yes.,5f6fb34b16d545146f222f35,605b6ee6691599ae7a55f84e,605cf5291a778e05cb9cb72e,4,10,1,5,10,4,1,4,1,3,4,9
2021-03-25 14:37:08,2021-03-25 14:44:49,IP Address,24.152.215.103,100,461,True,2021-03-25 14:44:50,R_323nmZ6tsWf8n9R,,,,,41.220794677734375,-75.77359771728515625,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,1,1,,,1,1,,,1,1,,,,,1,1,,,1,1,60,Male,Yes.,5c5f4eb61cae46000117dfd6,605b6ee6691599ae7a55f84e,605cf46ac4b2cfaa1ba2a8b4,7,5,7,2,10,6,10,3,5,5,4,1
2021-03-25 14:43:17,2021-03-25 14:50:58,IP Address,24.112.149.123,100,460,True,2021-03-25 14:50:58,R_SDcPZ3QBC8MRMul,,,,,39.772003173828125,-76.5970001220703125,anonymous,EN,I consent. Begin the study.,1,0,0.694,1,,,,,0.062,1,0.817,1,,,,,0.607,1,0.717,1,,,0.745,1,,,34,Male,Yes.,6059e748b2ab614772eb4424,605b6ee6691599ae7a55f84e,605cf5dfeda8cdfe758593ae,6,5,9,10,1,5,7,1,9,10,1,5
2021-03-25 14:49:30,2021-03-25 14:53:21,IP Address,98.176.95.106,100,230,True,2021-03-25 14:53:21,R_0cDvj3VTMAe0MfL,,,,,33.1365966796875,-117.06109619140625,anonymous,EN,I consent. Begin the study.,1,0,,,0.51,1,,,0.51,1,1,1,,,0.51,1,,,1,1,,,,,0.51,1,36,Female,Yes.,5e387dba03aa45000bc6e272,605b6ee6691599ae7a55f84e,605cf7543f6de502e7c7984a,3,3,3,5,7,10,9,4,8,10,5,5
2021-03-25 14:49:53,2021-03-25 14:55:41,IP Address,168.122.6.156,100,347,True,2021-03-25 14:55:41,R_0P5E42GwkRFRtjr,,,,,42.346405029296875,-71.097503662109375,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,,,1,1,,,1,1,1,1,,,1,1,,,,,1,1,18,Male,Yes.,5fd9481e34d52342583e7d01,605b6ee6691599ae7a55f84e,605cf76a89c30f28d84299cf,8,3,3,5,10,7,3,1,3,3,1,2
2021-03-25 14:53:03,2021-03-25 14:57:01,IP Address,64.203.187.254,100,237,True,2021-03-25 14:57:02,R_1JLvRO8rTBuGlgG,,,,,37.40020751953125,-79.1865997314453125,anonymous,EN,I consent. Begin the study.,1,0,0.858,0.842,,,0.752,0.87,,,1,1,,,1,1,,,0.962,0.968,,,,,0.78,0.903,20,Female,Yes.,601cb0292e49e0813c2beea0,605b6ee6691599ae7a55f84e,605cf82b0127dd193ceb8fcb,1,1,2,3,10,5,10,5,9,4,2,10
2021-03-25 14:56:34,2021-03-25 15:01:56,IP Address,72.74.210.146,100,321,True,2021-03-25 15:01:56,R_1gvgJsVNoxL4CtH,,,,,42.27960205078125,-71.12819671630859375,anonymous,EN,I consent. Begin the study.,1,0,,,0.932,0.851,0.899,0.906,,,0.928,0.741,,,0.768,0.865,,,0.12,0.872,,,,,0.734,0.903,27,Male,Yes.,5af7646de066a40001135ce2,605b6ee6691599ae7a55f84e,605cf8feb74813a334365310,1,5,6,7,8,2,2,9,4,2,4,4
2021-03-25 14:56:04,2021-03-25 15:02:25,IP Address,66.210.235.70,100,380,True,2021-03-25 15:02:25,R_3PcNWNbGMnslhVa,,,,,29.950897216796875,-90.10070037841796875,anonymous,EN,I consent. Begin the study.,1,0,1,1,,,1,1,,,,,0.506,1,,,1,1,1,1,,,1,1,,,36,Male,Yes.,58c9f7268158840001b5cf81,605b6ee6691599ae7a55f84e,605cf8e054a959702be8c581,6,6,1,8,2,2,4,10,2,4,6,8
2021-03-25 15:08:20,2021-03-25 15:12:04,IP Address,76.183.150.202,100,223,True,2021-03-25 15:12:04,R_3kAKrKSs9SRZ2ZP,,,,,32.963592529296875,-96.74680328369140625,anonymous,EN,I consent. Begin the study.,1,0,,,0.744,0.482,,,0.721,0.761,,,0.692,0.708,,,0.715,0.646,0.732,0.627,,,0.624,0.63,,,22,Female,Yes.,5ec9e7a47a32d25003dfd170,605b6ee6691599ae7a55f84e,605cfbc00409fdb89bb1f0ae,8,2,8,1,1,3,7,9,6,6,8,5
2021-03-25 15:06:44,2021-03-25 15:13:12,IP Address,24.236.228.180,100,387,True,2021-03-25 15:13:12,R_Z7UWJ0yYHVDrpsd,,,,,43.0352020263671875,-83.52480316162109375,anonymous,EN,I consent. Begin the study.,1,0,,,0.659,1,1,1,,,0.752,1,,,,,0.745,1,0.749,1,,,0.742,1,,,22,Female,Yes.,5d09a5591c2bca0019509be7,605b6ee6691599ae7a55f84e,605cfb609bf0a3d334aa1deb,10,4,9,10,9,2,4,4,9,3,7,5
2021-03-25 15:03:57,2021-03-25 15:13:13,IP Address,75.84.55.137,100,556,True,2021-03-25 15:13:14,R_3KHrMODAqs1nj2Q,,,,,34.109100341796875,-117.7126007080078125,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,1,0.341,,,1,1,,,,,0,0.675,,,1,1,0,1,,,20,Female,"No, I had trouble paying attention.",605cc03063ed3488c8cdb385,605b6ee6691599ae7a55f84e,605cfab3dad42ab1bbf098dc,10,4,4,10,5,3,4,1,8,7,7,10
2021-03-25 15:09:29,2021-03-25 15:13:15,IP Address,66.68.35.186,100,225,True,2021-03-25 15:13:15,R_1LIAs5TC8yxkrV7,,,,,30.341400146484375,-97.731201171875,anonymous,EN,I consent. Begin the study.,1,0,,,0.506,0.721,0.649,0.766,,,,,0.507,0.717,,,0.49,0.651,,,0.511,0.694,,,1,1,30,Female,Yes.,5c3965fc8e0f6f0001dbfe30,605b6ee6691599ae7a55f84e,605cfc0499fd257643e95332,2,3,8,7,6,2,4,8,5,3,5,5
2021-03-25 15:08:49,2021-03-25 15:15:35,IP Address,174.227.18.29,100,406,True,2021-03-25 15:15:36,R_1mIQi23Ox7XTuco,,,,,30.2183074951171875,-81.562103271484375,anonymous,EN,I consent. Begin the study.,1,0,1,1,,,,,0.819,0.765,0.781,1,,,,,0.813,0.255,,,0.8,1,0.819,0.826,,,19,Female,Yes.,605c333c02f730856a30bfc9,605b6ee6691599ae7a55f84e,605cfbdad81332b548372934,5,9,8,8,2,10,3,6,4,10,3,7
2021-03-25 15:14:00,2021-03-25 15:16:07,IP Address,167.248.35.8,100,127,True,2021-03-25 15:16:08,R_337kDAlDoZ7mZop,,,,,40.8513946533203125,-96.713897705078125,anonymous,EN,I consent. Begin the study.,1,0,,,0,1,,,0,1,,,0,1,0,1,,,0,1,,,,,0,1,23,Male,Yes.,604bd114717fb3a60b54c48a,605b6ee6691599ae7a55f84e,605cfd1499fd257643e95337,2,1,1,4,9,5,10,4,5,6,2,8
2021-03-25 15:11:06,2021-03-25 15:17:23,IP Address,107.77.196.185,100,377,True,2021-03-25 15:17:24,R_31mDZYYWsJlGk5r,,,,,32.7787017822265625,-96.8217010498046875,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,,,0.497,0.394,0.777,0.689,,,0.68,0.558,,,,,0.658,0.573,,,1,1,23,Male,Yes.,5ff8b85316d8cf13ef0ee8f0,605b6ee6691599ae7a55f84e,605cfc653433bfc05508000a,10,1,5,3,10,7,3,5,3,8,10,9
2021-03-25 15:01:50,2021-03-25 15:22:40,IP Address,78.18.242.195,100,1249,True,2021-03-25 15:22:40,R_3s6RuPwfw8u2tGG,,,,,53.3379058837890625,-6.25909423828125,anonymous,EN,I consent. Begin the study.,1,0,0.724,0.794,,,0.603,0.665,,,0.001,0.5,,,,,0.5,1,,,0.406,0.708,,,0.635,0.5,38,Male,Yes.,5e25c265e1f46781e5577b4a,605b6ee6691599ae7a55f84e,605cfa2239e218c71684c277,7,3,4,10,10,5,10,7,3,1,4,1
2021-03-25 15:12:49,2021-03-25 15:23:36,IP Address,172.58.4.254,100,647,True,2021-03-25 15:23:37,R_vcVUm3eyA7QyHuN,,,,,33.60260009765625,-84.476898193359375,anonymous,EN,I consent. Begin the study.,1,0,0.69,1,,,,,0.763,1,0.46,0.811,,,0.445,0.928,,,,,0.494,1,,,0.711,0.832,31,Female,Yes.,5b0cd94330d5620001555be8,605b6ee6691599ae7a55f84e,605cfcc04ab2a2d200ba6c44,7,3,9,6,1,6,6,7,4,7,7,8
2021-03-25 15:24:26,2021-03-25 15:30:27,IP Address,104.174.3.104,100,361,True,2021-03-25 15:30:27,R_0kwyq3aRevkEikN,,,,,34.16900634765625,-118.37129974365234375,anonymous,EN,I consent. Begin the study.,1,0,0.682,0.583,,,0.628,0.654,,,,,0.758,0.594,,,0.803,0.78,0.631,0.583,,,,,0.692,0.538,39,Female,Yes.,57587b29713d8400061730e4,605b6ee6691599ae7a55f84e,605cff862b38275a1750bbfa,2,8,6,7,5,7,3,4,2,1,1,4
2021-03-25 15:28:12,2021-03-25 15:31:03,IP Address,47.12.70.188,100,171,True,2021-03-25 15:31:04,R_V3DucRD87xhXr0J,,,,,43.9001007080078125,-91.22760009765625,anonymous,EN,I consent. Begin the study.,1,0,,,0.82,0.637,,,1,1,,,0.787,0.277,0.862,0.91,,,,,0.901,0.423,1,0.656,,,27,Male,Yes.,605a943f4994cf6834e4e8c6,605b6ee6691599ae7a55f84e,605d00680d34993af99da682,5,10,1,1,5,9,10,2,4,8,9,5
2021-03-25 15:28:43,2021-03-25 15:33:25,IP Address,24.42.246.171,100,281,True,2021-03-25 15:33:25,R_33r4sEANvtXG6op,,,,,32.510894775390625,-84.979400634765625,anonymous,EN,I consent. Begin the study.,1,0,0.799,0.592,,,,,0.975,0.555,0.494,0.263,,,0.61,0.486,,,0.423,0.455,,,,,1,0.572,28,Female,Yes.,5f1fc22015a2281f2c666882,605b6ee6691599ae7a55f84e,605d008794d62d645d6e6ba7,3,8,9,5,7,7,1,3,7,6,6,2
2021-03-25 15:26:14,2021-03-25 15:33:27,IP Address,73.162.141.208,100,433,True,2021-03-25 15:33:27,R_10Yp5HIF6zNUqLT,,,,,37.3511962890625,-121.8845977783203125,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,0.659,1,,,,,0.156,1,0.963,0.958,,,0.797,1,,,1,1,,,42,Female,Yes.,5ea3896bc30a7731fd3251bf,605b6ee6691599ae7a55f84e,605cfff1f47c08c5da804d59,2,2,1,10,4,10,9,9,5,8,7,5
2021-03-25 15:26:34,2021-03-25 15:33:39,IP Address,159.118.122.42,100,424,True,2021-03-25 15:33:39,R_2Y5hhIm25E8l2Ps,,,,,33.742401123046875,-90.7295989990234375,anonymous,EN,I consent. Begin the study.,1,0,,,0.661,0.88,,,0.837,0.587,0.789,0.742,,,0.766,0.821,,,,,0.952,0.885,0.265,0.713,,,35,Female,Yes.,5999a1096b939900012da1c7,605b6ee6691599ae7a55f84e,605d0004660e13e587728fbc,6,8,3,5,9,6,9,7,7,8,10,5
2021-03-25 15:30:24,2021-03-25 15:34:25,IP Address,75.183.139.103,100,240,True,2021-03-25 15:34:25,R_2YbMi1gtO0xnOnC,,,,,33.6988067626953125,-78.9160003662109375,anonymous,EN,I consent. Begin the study.,1,0,0.492,1,,,,,1,1,0.51,1,,,0.496,1,,,,,1,1,1,1,,,27,Male,Yes.,5e76ca9681ea06243ff82c46,605b6ee6691599ae7a55f84e,605d00eb0c582ce61db9b33c,2,9,5,8,2,2,8,10,5,4,6,8
2021-03-25 15:30:17,2021-03-25 15:38:03,IP Address,184.170.169.157,100,465,True,2021-03-25 15:38:03,R_3HLz3snzUGo69vd,,,,,40.3227996826171875,-86.88809967041015625,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,1,1,,,,,1,1,1,1,,,,,0.941,0.911,0.581,0.755,,,24,Male,Yes.,605b8cf6c07b6842b5cab429,605b6ee6691599ae7a55f84e,605d00e25ce8aa11cf057bb4,2,10,6,10,10,5,1,8,1,5,4,2
2021-03-25 15:37:22,2021-03-25 15:39:04,IP Address,74.73.243.28,100,102,True,2021-03-25 15:39:04,R_8wAbYK7EMsBT6Cd,,,,,40.700897216796875,-73.94609832763671875,anonymous,EN,I consent. Begin the study.,1,0,0.694,0.562,,,0.615,0.186,,,,,0.6,0.659,0.428,0.587,,,0.823,0.738,,,,,0.625,0.677,25,Male,"No, something else affected my participation negatively.",5fff1ba9b936b568490f2599,605b6ee6691599ae7a55f84e,605d028c4d6d3f559e1fb5cc,10,5,7,6,8,8,9,3,1,8,7,10
2021-03-25 15:37:03,2021-03-25 15:40:23,IP Address,71.34.73.250,100,199,True,2021-03-25 15:40:23,R_1Hko9ElnpuhEKOQ,,,,,45.43829345703125,-122.6147003173828125,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,1,1,,,,,1,1,1,1,,,1,1,,,0.51,0.555,,,34,Male,Yes.,5d681f7326e50d00195faecf,605b6ee6691599ae7a55f84e,605d027a039ba34075b41697,4,3,1,1,7,6,3,10,9,10,9,9
2021-03-25 15:36:54,2021-03-25 15:41:45,IP Address,165.225.48.91,100,291,True,2021-03-25 15:41:46,R_28BBguI9tmjPuyN,,,,,38.8990020751953125,-77.19190216064453125,anonymous,EN,I consent. Begin the study.,1,0,,,1,1,0.707,1,,,0.724,1,,,0.768,1,,,,,1,1,0.792,1,,,35,Male,Yes.,5dd3e3d286411b3cd7aaa0c9,605b6ee6691599ae7a55f84e,605d0271a53cf2f8d5c47445,2,9,5,6,4,3,1,9,3,2,5,5
2021-03-25 15:38:11,2021-03-25 15:43:34,IP Address,76.230.140.14,100,323,True,2021-03-25 15:43:34,R_2zSbP98CF8DRhhj,,,,,42.66259765625,-83.1837005615234375,anonymous,EN,I consent. Begin the study.,1,0,0,1,,,,,1,1,,,1,1,,,1,1,,,1,1,0.721,0.752,,,27,Other,Yes.,604a5861d33903e0b5851b32,605b6ee6691599ae7a55f84e,605d02b5ebfc9363ca5b7af2,10,3,1,8,6,4,8,3,2,2,8,3
